datetime,OBS,ATL,C3S GRD,C3S NAT
2018-01-09 06:00:00,0,0,0,0
2018-01-09 07:00:00,0,0,0,0
2018-01-09 08:00:00,0,0,0,0
2018-01-09 09:00:00,0,0,0,0
2018-01-09 10:00:00,0.0045867916714759,0.01240140135842,0.0092441901930992,0.0088594011422272
2018-01-09 11:00:00,0.0053119970482701,0.0455817740164473,0.0337213453870808,0.0338394899904687
2018-01-09 12:00:00,0.0162430123992198,0.0836305849831446,0.0579811263847016,0.0538060088208593
2018-01-09 13:00:00,0.0119844158617675,0.0582804160696426,0.052426375859793,0.0441613037095704
2018-01-09 14:00:00,0.0147978951155349,0.0687634313450673,0.0626921531429973,0.048447386959027
2018-01-09 15:00:00,0.0042400693927896,0.0318338123541,0.0261070556437823,0.0199811656305596
2018-01-09 16:00:00,0.0003202549291682,0.0059585390241852,0.0036150116037284,0.0031144911359376
2018-01-09 17:00:00,0,0,0,0
2018-01-09 18:00:00,0,0,0,0
2018-01-09 19:00:00,0,0,0,0
2018-01-09 20:00:00,0,0,0,0
2018-01-09 21:00:00,0,0,0,0
2018-01-09 22:00:00,0,0,0,0
2018-01-09 23:00:00,0,0,0,0
2018-01-10 00:00:00,0,0,0,0
2018-01-10 01:00:00,0,0,0,0
2018-01-10 02:00:00,0,0,0,0
2018-01-10 03:00:00,0,0,0,0
2018-01-10 04:00:00,0,0,0,0
2018-01-10 05:00:00,0,0,0,0
2018-01-10 06:00:00,0,0,0,0
2018-01-10 07:00:00,0,0,0,0
2018-01-10 08:00:00,0,0,0,0
2018-01-10 09:00:00,0.0175425592605555,0,4.28162533898413E-05,2.62603155030138E-05
2018-01-10 10:00:00,0.0751963867156974,0.11256297890556,0.0528482560306669,0.0361075824166399
2018-01-10 11:00:00,0.102635087961047,0.224171688883611,0.160995209120397,0.110979275280573
2018-01-10 12:00:00,0.089930760192389,0.335233835301735,0.239344961854068,0.176910764041346
2018-01-10 13:00:00,0.0667453620145879,0.372057397942301,0.268543331148641,0.193985248238366
2018-01-10 14:00:00,0.0500391709988023,0.322924332948537,0.233346391524847,0.165933706914684
2018-01-10 15:00:00,0.0201866474774074,0.199006844463588,0.154623144799784,0.111123539682238
2018-01-10 16:00:00,0.0010957482700467,0.0607121869726021,0.0438553794243153,0.0331803615828631
2018-01-10 17:00:00,0,0,0.0001327716298093,0.000214668022477
2018-01-10 18:00:00,0,0,0,0
2018-01-10 19:00:00,0,0,0,0
2018-01-10 20:00:00,0,0,0,0
2018-01-10 21:00:00,0,0,0,0
2018-01-10 22:00:00,0,0,0,0
2018-01-10 23:00:00,0,0,0,0
2018-01-11 00:00:00,0,0,0,0
2018-01-11 01:00:00,0,0,0,0
2018-01-11 02:00:00,0,0,0,0
2018-01-11 03:00:00,0,0,0,0
2018-01-11 04:00:00,0,0,0,0
2018-01-11 05:00:00,0,0,0,0
2018-01-11 06:00:00,0,0,0,0
2018-01-11 07:00:00,0,0,0,0
2018-01-11 08:00:00,0,0,0,0
2018-01-11 09:00:00,0.0244902385090404,0,2.91239237207194E-06,1.48563801714255E-06
2018-01-11 10:00:00,0.091603496681929,0.0476063315240951,0.0228233556173568,0.0198499114290451
2018-01-11 11:00:00,0.116392816240523,0.167776308850395,0.0970655534162513,0.0763975808815401
2018-01-11 12:00:00,0.0875883997600427,0.297099362212384,0.216675515570677,0.151599777349287
2018-01-11 13:00:00,0.0690956626517896,0.290966628148508,0.18363943762663,0.138257519595333
2018-01-11 14:00:00,0.0364270131416755,0.348024140208885,0.245486930057011,0.183688122119549
2018-01-11 15:00:00,0.0148164222601975,0.293885588920158,0.213465602765663,0.148226121710359
2018-01-11 16:00:00,0.0014821715730101,0.125340674544143,0.0690741631765586,0.0527642674088388
2018-01-11 17:00:00,0,0,0.0025044796225734,0.0020578499437452
2018-01-11 18:00:00,0,0,0,0
2018-01-11 19:00:00,0,0,0,0
2018-01-11 20:00:00,0,0,0,0
2018-01-11 21:00:00,0,0,0,0
2018-01-11 22:00:00,0,0,0,0
2018-01-11 23:00:00,0,0,0,0
2018-01-12 00:00:00,0,0,0,0
2018-01-12 01:00:00,0,0,0,0
2018-01-12 02:00:00,0,0,0,0
2018-01-12 03:00:00,0,0,0,0
2018-01-12 04:00:00,0,0,0,0
2018-01-12 05:00:00,0,0,0,0
2018-01-12 06:00:00,0,0,0,0
2018-01-12 07:00:00,0,0,0,0
2018-01-12 08:00:00,0,0,0,0
2018-01-12 09:00:00,0.0277668963793735,0,5.42206916564482E-05,3.67120632236149E-05
2018-01-12 10:00:00,0.0788171201297649,0.0416930211531987,0.024031642038753,0.024359189681077
2018-01-12 11:00:00,0.106824869389753,0.132319315608714,0.107792724466878,0.105629838818847
2018-01-12 12:00:00,0.11651985951821,0.205220484925169,0.174382974919461,0.150981125742148
2018-01-12 13:00:00,0.0600994105506085,0.198012552394812,0.160256096075386,0.151162019744236
2018-01-12 14:00:00,0.0459314383536029,0.107789860117815,0.110213096843607,0.11006212126999
2018-01-12 15:00:00,0.0198108111142513,0.0568084937302993,0.0519877178186341,0.0603555784964338
2018-01-12 16:00:00,0.0008072541603001,0.0282842496594742,0.0148142014983986,0.0209244212414437
2018-01-12 17:00:00,0,0,0.0002231943119387,0.0003444262119742
2018-01-12 18:00:00,0,0,0,0
2018-01-12 19:00:00,0,0,0,0
2018-01-12 20:00:00,0,0,0,0
2018-01-12 21:00:00,0,0,0,0
2018-01-12 22:00:00,0,0,0,0
2018-01-12 23:00:00,0,0,0,0
2018-01-13 00:00:00,0,0,0,0
2018-01-13 01:00:00,0,0,0,0
2018-01-13 02:00:00,0,0,0,0
2018-01-13 03:00:00,0,0,0,0
2018-01-13 04:00:00,0,0,0,0
2018-01-13 05:00:00,0,0,0,0
2018-01-13 06:00:00,0,0,0,0
2018-01-13 07:00:00,0,0,0,0
